aleph system no.,dom id,author (o),author (n),author_wikidata_url,author_wikidata_id,title (o),title (n),metadata,edition,other authors (o),other authors (n),series,subject,imprint (o),p year,p location,p name,type
14813838,lsidyv345b797f,"howe, john, baron chedworth.","howe, john",,,"notes upon some of the obscure passages in shakespeare's plays; with remarks upon the explanations and amendments of the commentators in the editions of 1785, 1790, 1793. [edited by t. penrice.] [electronic resource]",notes upon some of the obscure passages in shakespeare's plays,"with remarks upon the explanations and amendments of the commentators in the editions of 1785, 1790, 1793. [edited by t. penrice.]",,"malone, edmond. -- penrice, thomas. -- shakespeare, william, 1564-1616 -- steevens, george.","malone, edmond |penrice, thomas |shakespeare, william |steevens, george",,,"london : w. bulmer, 1805.",1805,london,w. bulmer,play
14814005,lsidyv3ab3ddda,"humphreys, henry noel.",Henry Noel Humphreys,https://www.wikidata.org/wiki/Q1607088,Q1607088,goethe in strasbourg: a dramatic nouvellete. [electronic resource],goethe in strasbourg: a dramatic nouvellete,,,,,,,"london, 1860.",1860,london,,play
14814192,lsidyv349c4ee2,"inglisfield, walter.","inglisfield, walter",,,queen elizabeth and earl leicester. a drama in five acts. [in verse.] [electronic resource],queen elizabeth and earl leicester. a drama in five acts,[in verse.],,,,,,"london : elliot stock, 1894.",1894,london,elliot stock,play
14814238,lsidyv32ccdc26,,,,,the death of the philaeni; a drama [in one act and in verse]. by irelandiana. [electronic resource],the death of the philaeni; a drama,[in one act and in verse]. by irelandiana,,,,,,"london : privately printed, 1847.",1847,london,privately printed,play
14814259,lsidyv349c857a,"irving, laurence sydney brodribb.",Laurence Irving,,,godefroi and yolande: a mediæval play in one act. [electronic resource],godefroi and yolande: a mediæval play in one act,,,,,,,"london & new york : j. lane, 1898.",1898,london & new york,j. lane,play
14814267,lsidyv349d0839,"taylor, henry, sir, 1800-1886.",Henry Taylor,https://www.wikidata.org/wiki/Q1607302,Q1607302,"isaac comnenus; a play [in five acts and in verse, by sir h. taylor]. [electronic resource]",isaac comnenus; a play,"[in five acts and in verse, by sir h. taylor]",,,,,"Isaac I Comnenus, Emperor of the East, 1005-1061","london, 1827.",1827,london,,play
14814283,lsidyv34f9939a,"istorum, john, pseud. [i.e. robert william jackson]","istorum, john",,,herod antipas. [a drama.] [electronic resource],herod antipas,[a drama.],,,,,,"london : kegan paul & co., 1899.",1899,london,kegan paul & co.,play
14814338,lsidyv33905f18,"jackson, zachariah.","jackson, zachariah",,,"shakespeare's genius justified: being restorations and illustrations of seven hundred passages in shakspeare's plays, etc. [electronic resource]","shakespeare's genius justified: being restorations and illustrations of seven hundred passages in shakspeare's plays, etc.",,,"shakespeare, william, 1564-1616","shakespeare, william",,,"london : john major, 1819.",1819,london,john major,play
14814415,lsidyv38f7eb71,"james, isaac.","james, isaac",,,"providence displayed: or, the remarkable adventures of alexander selkirk, who lived four years and four months by himself, on the island of juan fernandez ... to which is added a supplement, containing the history of p. serrano, e. how, and others left in similar situations. [electronic resource]","providence displayed: or, the remarkable adventures of alexander selkirk, who lived four years and four months by himself, on the island of juan fernandez","to which is added a supplement, containing the history of p. serrano, e. how, and others left in similar situations...",,,,,,"bristol, 1800.",1800,bristol,,play
14814443,lsidyv3495ae4a,"japp, alexander hay.",Alexander Hay Japp,https://www.wikidata.org/wiki/Q15856313,Q15856313,"dramatic pictures. english rispetti, sonnets and other verses. [electronic resource]","dramatic pictures. english rispetti, sonnets and other verses",,,,,,,"london : chatto & windus, 1894.",1894,london,chatto & windus,play
14814475,lsidyv39ec2d05,"jefferson, j., and shewell (l. r.)","jefferson, j., and shewell l. r",,,"the shadows of a great city. a story of our day. [by h. l. williams.] founded, under special permission, on the celebrated drama by j. j. ... and l. r. s. [electronic resource]",the shadows of a great city. a story of our day,"and l. r. s.... [by h. l. williams.] founded, under special permission, on the celebrated drama by j. j",,"shewell, l. r.","shewell, l. r.",,,"london : aldine publishing co., [1889.].",1889,london,aldine publishing co.,play
